sven ulreich
antoine griezmann
antoine griezmann
lionel messi
antoine griezmann
achraf hakimi
achraf hakimi
achraf hakimi
alexis sanchez
samir handanovic
achraf hakimi
federico di francesco
lautaro martinez
achraf hakimi
alex oxlade chamberlain
joe gomez
mohamed salah
georginio wijnaldum
roberto firmino
jordan henderson
adrian
virgil van dijk
virgil van dijk
harry maguire
aaron wan bissaka
bruno fernandes
anthony martial
brandon williams
kenji van boto
eric bailly
harry maguire
serge gnabry
david alaba
noah fadiga
david alaba
david alaba
francesco caputo
andrew robertson
fabinho
philipp schulz
curtis jones
diogo jota
alisson
alidu seidu
alidu seidu
kai havertz
timo werner
thiago silva
mason mount
ben chilwell
jordan henderson
alidu seidu
reece james
thomas partey
alidu seidu
lautaro martinez
lautaro martinez
alexis sanchez
samir handanovic
achraf hakimi
federico di francesco
lautaro martinez
simon kjaer
ivan radovanovic
harry maguire
aaron wan bissaka
bruno fernandes
anthony martial
brandon williams
kenji van boto
eric bailly
ilkay gundogan
ilkay gundogan
ilkay gundogan
ilkay gundogan
chiquinho
chiquinho
tuta
jonathan ikone
jonathan ikone
darlin yongwa
harry toffolo
sergio busquets
gerard pique
sergio busquets
joseph aidoo
samuel umtiti
antoine griezmann
ronaldo vieira
sergio busquets
arthur melo
gerard pique
frenkie de jong
jordi alba
marc andre ter stegen
frenkie de jong
marc andre ter stegen
gerard pique
jordi alba
arthur melo
sergio busquets
nico melamed
oliver-baumann
mauro-arambarri
vasilios-lampropoulos
leonardo-spinazzola
marco-sportiello
adnan-kanuric
federico-chiesa
jaime-seoane
pascal-stenzel
goktan-gurpuz
valentin-carboni
kevin-bonifazi
faride-alidou
jorginho
ondrej-duda
grischa-promel
nicolas-jackson
odilon-kossounou
fabio
lorenzo-montipo
tjark-ernst
shandon-baptiste
xeka
raphael-guerreiro
sirine-doucoure
theo-sainte-luce
jorgen-strand-larsen
cole-palmer
salis-abdul-samed
dani-ceballos
arkadiusz-reca
samuel-loric
dennis-geiger
anthony-caci
jens-cajuste
milan-djuric
simone-trimboli
jiri-pavlenka
nahuel-molina
toni-lato
paulo-dybala
johann-lepenant
remy-riou
odsonne-edouard
niklas-dorsch
amar-abdirahman-ahmed
nikita-contini
paulo-gazzaniga
aitor-fernandez
konrad-laimer
johan-mojica
rafa-mir
fran-garcia
gabriel-paulista
daniel-kofi-kyereh
carles-alena
levi-lumeka
maximilian-eggestein
julian-brandt
oscar-fraulo
idrissa-gueye
nacho-ferri
igor
pietro-terracciano
dayot-upamecano
abdul-mumin
ruben-garcia
igor-zubeldia
jose-machin
alexander-sorloth
kiliann-sildillia
jordan-smith
laurin-ulrich
florian-wirtz
nicolai-rapp
andre-hahn
oscar-plano
sven-botman
djibril-sow
paul-dummett
boubacar-kamara
denzel-dumfries
matt-targett
olivier-giroud
gonzalo-verdu
ouparine-djoco
javi-galan
roberto-firmino
callum-wilson
dikeni-salifou
diogo-jota
ludovic-blas
kenan-karaman
andrea-pinamonti
fredrik-jensen
maissa-ndiaye
mads-roerslev-rasmussen
sam-lammers
ivan-ilic
duvan-zapata
joe-gomez
davinson-sanchez
javi-puado
tommaso-milanese
brendan-chardonnet
ritsu-doan
oliver-torres
mady-camara
benjamin-uphoff
gerzino-nyamsi
konstantinos-stafylidis
jules-kounde
iago-herrerin
hubert-idasiak
noah-weisshaupt
loic-bade
jaume-costa
suso
xaver-schlager
giovani-lo-celso
aurelien-tchouameni
jon-morcillo
vitaly-janelt
tomas-koubek
paul-bernardoni
gelson-martins
luca-caldirola
edimilson-fernandes
asmir-begovic
rodrigo-de-paul
alexander-nubel
mark-gillespie
denis-huseinbasic
bryan-cristante
abdallah-sima
yerry-mina
stefan-mitrovi%C4%87
pierluigi-gollini
eray-comert
kevin-prince-boateng
facundo-medina
luca-waldschmidt
adrien-thomasson
ulrick-eneme-ella
dani-rodriguez
eiji-kawashima
dominick-drexler
anthony-losilla
hrvoje-smolcic
alexandre-coeff
ruben-loftus-cheek
julian-eitschberger
dennis-praet
melvin-bard
clement-grenier
juan-cruz
stanislav-lobotka
kjetil-haug
yunis-abdelhamid
oumar-gonzalez
arthur-cabral
bamba-dieng
philipp-lienhart
ademola-lookman
morten-hjulmand
gerard-gumbau
mikel-oyarzabal
ayman-azhil
dorian-ciezkowski
aimar-sher
manor-solomon
himad-abdelli
nicolas-pallois
alex-fernandez
wilfried-gnonto
jean-daniel-akpa-akpro
andrea-belotti
santiago-arzamendia
ben-godfrey
luis-diaz
stanley-nsoki
rafael-toloi
khalil-fayad
diogo-dalot
ben-davies
omar-mascarell
kevin-mohwald
timothee-kolodziejczak
anthony-gordon
isaak-toure
kalvin-phillips
marcus-coco
iza-carcelen
dan-burn
abdelhamid-sabiri
ivan-alejo
alberto-moreno
rocco-reitz
carlo-pinsoglio
mattia-chiesa
bryan-mbeumo
asier-villalibre
mehdi-leris
fabio-carvalho
gaston-alvarez
thomas-didillon
victor-osimhen
romano-schmid
maximilian-arnold
luca-pfeiffer
georginio-wijnaldum
michel-aebischer
joseba-zaldua
ollie-watkins
laurent-abergel
juan-bernat
luca-marrone
jamal-musiala
tolgay-arslan
luca-ranieri
pedro-chirivella
yan-valery
williot-swedberg
matteo-fiorenza
jessic-ngankam
mohammed-salisu
mateusz-klich
martin-odegaard
ederson
kenji-van-boto
janis-antiste
felipe
taiwo-awoniyi
benjamin-henrichs
jakub-kaminski
amadou-onana
cedric-brunner
fares-chaibi
ellyes-skhiri
rares-ilie
adam-forshaw
ricardo-pereira
houboulang-mendes
calvin-ramsay
derry-scherhant
armand-lauriente
raoul-bellanova
jeanuel-belocian
finn-ole-becker
tom-davies
andre-gomes
jean-kevin-duverne
aissa-mandi
petko-hristov
petar-zovko
edouard-mendy
seamus-coleman
vitaliy-mykolenko
andrea-conti
deiver-machado
matteo-pessina
federico-di-francesco
kepa-arrizabalaga
salim-ben-seghir
jean-lucas
karim-adeyemi
sean-longstaff
marko-pjaca
lorenzo-de-silvestri
farid-el-melali
rodrigo-bentancur
ibrahima-cisse
walace
kevin-behrens
kevin-lasagna
henrikh-mkhitaryan
josip-brekalo
mamadou-doucoure
lys-mousset
amath-ndiaye
kevin-spadanuda
luis-sinisterra
andrey-lunev
kimberly-ezekwem
james-abankwah
stuart-armstrong
matheus-henrique
marius-wolf
adama-traore
damian-suarez
ronald-araujo
kike-barja
robert-andrich
rodrygo
alisson
alexsandro
ryan-yates
janik-haberer
nadir-zortea
vitinha
calum-chambers
fabiano-parisi
neto-borges
nathan-ferguson
christian-gross
issa-diop
sergio-busquets
antonio-candreva
jonathan-schmid
cafu
noah-atubolu
adam-hlozek
leo-bonatini
matija-sarkic
luca-de-la-torre
raul-guti
ander-herrera
mattias-svanberg
assan-ceesay
morgan-sanson
jordi-masip
victor-camarasa
patrick-wimmer
john-mcginn
sadio-mane
emanuele-valeri
szymon-zurkowski
florian-dietz
jerome-roussillon
josan
michel-adopo
jackson-porozo
portu
bernardo-silva
marko-johansson
solly-march
kike-saverio
riad-nouri
christopher-trimmel
emil-konradsen-ceide
mikkel-damsgaard
pape-gueye
jose-angel-carmona
lucas-lavallee
adam-armstrong
jordi-alba
jeremy-toljan
david-soria
matteo-darmian
zakaria-aboukhlal
axel-guessand
yannick-pandor
arnau-tenas
kelvin-amian
florian-schock
mathias-olivera
thomas-kastanaras
momo-cho
pol-lirola
filip-jorgensen
alphonso-davies
justin-heekeren
marcos-andre
jonathan-burkardt
musa-juwara
tyronne-ebuehi
philipp-schulz
jimmy-cabot
qazim-laci
sebastian-walukiewicz
ivo-grbic
youssouf-fofana
elia-tantalocchi
jean-ricner-bellegarde
alejandro-balde
mateu-morey-bauza
alex-oxlade-chamberlain
dani-gomez
domingos-quina
christopher-wooh
amine-salama
anthony-rouault
ebrima-darboe
breel-embolo
nicola-bagnolini
oleksandr-zinchenko
neeskens-kebano
lucas-hernandez
juan-larios
terem-moffi
kevin-agudelo
federico-valverde
bevic-moussiti-oko
junya-ito
mahdi-camara
lucas-paqueta
iddrisu-baba
andoni-zubiaurre
mathys-tel
moussa-sissoko
nicolas-fernandez-mercau
bernardo-espinosa
oliver-zanden
eniss-shabani
mario-gila
denis-genreau
arial-mendy
federico-dimarco
manuel-gulde
adam-ounas
rodrigo-battaglia
alphonse-areola
mato-jajalo
aleksa-terzi%C4%87
simone-verdi
marek-rodak
jaime-mata
alex-smithies
theocharis-tsingaras
melvin-zinga
edgar-badia
jarrod-bowen
dzenan-pejcinovic
yan-couto
frederik-ronnow
dimitry-bertaud
yerson-mosquera
carles-perez
eric-garcia
mario-rui
predrag-rajkovi%C4%87
tobias-strobl
tom-cairney
habib-diarra
gianluca-mancini
jonathan-gradit
alexander-meyer
milan-skriniar
paulinho
cristhian-stuani
johannes-schenk
josip-stanisic
niklas-schmidt
lukas-kubler
loic-mbe-soh
oscar-rodriguez
sandi-lovric
lennart-grill
ciro-immobile
hakim-ziyech
unai-garcia
tammy-abraham
andrej-kramaric
remy-cabella
junior-messias
julian-weigl
benoit-badiashile
francesco-acerbi
eren-dinkci
lorenzo-pirola
borna-sosa
braian-cufre
mickael-alphonse
matteo-cancellieri
abdou-diallo
alexis-sanchez
christophe-herelle
rogerio
jordi-osei-tutu
benjamin-goller
micky-van-de-ven
kaj-sierhuis
josh-doig
guela-doue
felix-afena-gyan
ryan-christie
shon-weissman
billy-gilmour
quentin-bernard
jean-onana
islam-slimani
alessio-zerbin
emmanuel-dennis
tim-skarke
valentin-rongier
joao-felix
jubal
ionut-radu
ander-barrenetxea
nicola-zalewski
charles-pickel
luis-muriel
mason-greenwood
rafael-ratao
illan-meslier
gabriel-mutombo
leander-dendoncker
ivan-martin
antonin-barak
sergio-gomez
ismael-boura
diego-demme
ivan-sunjic
youri-tielemans
rade-krunic
remy-dugimont
cristiano-ronaldo
michael-keane
francisco-portillo
komnen-andric
renato-tapia
marin-jakolis
georg-strauch
benjamin-bourigeaud
pavao-pervan
alassane-plea
jean-manuel-mbom
ruben-neves
daniel-james
ainsley-maitland-niles
phil-foden
federico-baschirotto
manuel-akanji
logan-costa
kevin-vazquez
ivan-villar
tariq-lamptey
florian-flick
takumi-minamino
mattia-perin
conor-noss
kang-in-lee
daniel-caligiuri
yoann-salmier
ghjuvanni-quilichini
pedro-bigas
zlatan-ibrahimovi%C4%87
gian-marco-ferrari
jaume-domenech
davide-calabria
german-pezzella
jawad-el-yamiq
sergi-darder
thomas-lemar
jasper-samooja
tomas-soucek
pedri
lucas-perrin
cedric-avinel
dennis-appiah
benjamin-hubner
julian-ryerson
tete
jesus-navas
awer-mabil
sargis-adamyan
darko-brasanac
hee-chan-hwang
ryan-bertrand
angelo-stiller
jon-karrikaburu
saul-niguez
martin-dubravka
gianluca-scamacca
nathaniel-chalobah
lucas-da-cunha
danilo-soares
marcos-alonso
leny-yoro
aaron-ramsey
soungoutou-magassa
antonin-bobichon
scott-carson
benjamin-lecomte
ermin-bicakcic
emiliano-martinez
rodrigo-ely
wuilker-farinez
beni-makouana
curtis-jones
rani-khedira
adria-pedrosa
chrislain-matsima
pascal-gross
ander-capa
gregoire-defrel
birama-toure
bingourou-kamara
hugo-magnetti
mathias-jensen
aleix-garcia
filippo-ranocchia
fali
kalidou-koulibaly
maximilian-philipp
antony
joshua-zirkzee
joao-palhinha
matthew-garbett
federico-ceccherini
juanmi-latasa
salvi-sanchez
michele-cerofolini
sven-ulreich
frank-anguissa
aimar-oroz
roberto-pereyra
serge-gnabry
marcos-acuna
eric-njo
dogan-alemdar
jadon-sancho
kacper-urbanski
caio-henrique
jamie-bynoe-gittens
marcin-kaminski
nicolo-cambiaghi
bukayo-saka
fernando-calero
roland-sallai
pierrick-capelle
mattia-destro
dango-ouattara
aurelio-buta
rony-lopes
chaker-alhadhur
jerome-boateng
ruben-sobrino
dimitrios-nikolaou
tuta
georginio-rutter
lyle-taylor
andre-almeida
jean-victor-makengo
harvey-elliott
cristiano-biraghi
daniel-samek
luis-maximiano
marc-roca
agustin-marchesin
marco-bizot
jose-pozo
lucas-martinez-quarta
eugenio-lamanna
ibrahim-sulemana
levi-colwill
daniele-rugani
luca-zanimacchia
simon-terodde
akim-zedadka
flynn-downes
tony-jantschke
andrei-girotto
manu-kone
maxime-dupe
lucas-margueron
emiliano-buendia
leonardo-sernicola
giovanni-simeone
jose-gaya
mike-maignan
lorenzo-tonelli
lorenzo-colombo
alex-iwobi
pietro-pellegri
kelian-nsona
thomas-henry
mohammed-tolba
arthur-melo
lucas-rosa
alexander-hack
mert-muldur
marcel-halstenberg
jean-louis-leca
thibaut-courtois
nampalys-mendy
simon-ngapandouetnbu
lucas-perez
mateusz-praszelik
carlos-augusto
gianluca-gaetano
yangel-herrera
david-raum
fabio-depaoli
ismael-bennacer
andres-martin
alessandro-fontanarosa
danilo
rob-holding
niclas-fullkrug
andros-townsend
david-alaba
rafik-guitane
pontus-jansson
jacob-ramsey
michele-castagnetti
munir-el-haddadi
benjamin-leroy
andreaw-gravillon
charalampos-lykogiannis
antonios-papadopoulos
gary-medel
ivan-perisic
stephane-singo
ethan-ampadu
roger-marti
emmanuel-agbadou
tanguy-ndombele
thiago-silva
jean-eudes-aholou
christopher-antwi-adjei
cesar-de-la-hoz
daniel-maldini
sada-thioub
ilija-nestorovski
marcos-senesi
daniel-iversen
inigo-ruiz-de-galarreta
joel-ward
aleksandar-mitrovi%C4%87
daniel-carvajal
perr-schuurs
edgar-gonzalez
bouna-sarr
leo-greiml
alessandro-berardi
beto
seko-fofana
niklas-tauer
frederik-winther
yacine-adli
chiquinho
rune-jarstein
davide-marfella
alexander-schwolow
jonathan-ikone
franco-cervi
moussa-niakhate
gaetan-laborde
branco-van-den-boomen
roberto-soriano
gaetan-charbonnier
marin-pongracic
marco-silvestri
filippo-tripi
nicolo-rovella
roberto-torres
leon-goretzka
alou-kuol
jan-paul-van-hecke
edon-zhegrova
nico-schulz
alvaro-morata
kaoru-mitoma
alexis-beka-beka
joris-chotard
bobby-reid
jonas-wind
omar-marmoush
leo-baptistao
matteo-scozzarella
franck-kessie
leandro-sanca
alessandro-bastoni
tecatito
lloyd-kelly
gabriel-gudmundsson
andre-silva
neto
vanja-milinkovi%C4%87-savi%C4%87
ibrahima-sissoko
frederic-guilbert
joel-voelkerling-persson
matija-nastasi%C4%87
matt-doherty
duccio-degli-innocenti
james-tomkins
kevin-trapp
jesper-lindstrom
wesley-fofana
franck-honorat
benjamin-andre
yann-karamoh
mattia-de-sciglio
momo-mbaye
morgan-gibbs-white
dominik-kohr
emil-audero
luke-thomas
salva-ferrer
lorenzo-pellegrini
kaiky
borja-iglesias
giuseppe-pezzella
sergio-rico
emil-forsberg
ajdin-hrustic
lukasz-fabianski
marc-albrighton
jose-luis-morales
leonardo-bonucci
sergio-canales
jonathan-bamba
allan-saint-maximin
eduardo-camavinga
arkadiusz-milik
niklas-stark
alex-meret
bruno-fernandes
marten-de-roon
tomas-rincon
nicolas-haas
raul-albiol
pablo-torre
javier-manquillo
emile-smith-rowe
joelinton
joaquin-fernandez
roberto-piccoli
tosin-adarabioyo
benoit-costil
emil-krafth
samuel-edozie
ivan-provedel
marco-bertini
mathias-olesen
ismail-jakobs
gabriel-jesus
du-scaron-an-vlahovi%C4%87
christian-norgaard
julien-laporte
angel-rodriguez
joel-robles
remo-freuler
robin-le-normand
jeffrey-schlupp
marco-reus
luis-alberto
lewis-ferguson
aihen-munoz
arber-zeneli
robert-skov
adrien-louveau
karim-bellarabi
almamy-toure
romain-salin
danny-latza
alvaro-garcia
tomas-alarcon
andres-guardado
nacho-fernandez
gerrit-holtmann
ignacio-pussetto
dimitri-foulquier
guido-rodriguez
koen-casteels
michael-gregoritsch
lago-junior
karol-fila
juan-cuadrado
agustin-alvarez
kevin-vogt
martin-terrier
aster-vranckx
sergi-roberto
steven-fortes
pere-milla
jamal-lowe
daley-sinkgraven
jeremie-bela
marquinhos
elvis-rexhbecaj
johan-vasquez
bram-nuytinck
brahim-diaz
marvin-plattenhardt
mario-hernandez
danilho-doekhi
enzo-ebosse
armel-bella-kotchap
sam-greenwood
rodri-sanchez
jaka-bijol
timo-werner
sergej-milinkovi%C4%87-savi%C4%87
jude-bellingham
juan-jesus
sanasi-sy
philippe-coutinho
tom-heaton
harry-toffolo
rasmus-hojlund
william-carvalho
rasmus-nicolaisen
inigo-martinez
benjamin-leneis
muhammed-damar
michael-olise
habib-diallo
daniel-amartey
orji-okwonkwo
teji-savanier
thomas-ouwejan
sergi-guardiola
caoimhin-kelleher
carlos-baleba
federico-fernandez
pep-chavarria
sergio-akieme
carney-chukwuemeka
tim-ream
eldin-jakupovic
mirko-maric
thierry-correia
martin-erlic
adil-rami
jerdy-schouten
dominik-szoboszlai
lucien-agoume
florian-niederlechner
hamza-sakhi
jonas-martin
gerard-moreno
thierno-balde
miguel-veloso
caleb-okoli
fraser-forster
finn-dahmen
raul-de-tomas
adam-buksa
rayan-ait-nouri
francesco-rossi
tim-maciejewski
stefan-ortega
anthony-elanga
marcus-ingvartsen
brandon-baiye
sofiane-diop
paul-jaeckel
alexandre-letellier
arnaud-souquet
silvere-ganvoula
malang-sarr
domenico-berardi
henning-matriciani
joshua-eze
alban-lafont
harry-wilson
sead-kolasinac
giacomo-quagliata
moussa-dembele
yeremy-pino
merih-demiral
luke-ayling
jorge-cuenca
mehmet-aydin
emmanuel-gyasi
jamie-leweling
ferran-torres
azzedine-ounahi
noah-francoise
giovanni-reyna
dudu
yanis-massolin
frank-tsadjout
romain-hamouma
riccardo-marchizza
thomas-partey
josha-vagnoman
emil-holm
andreas-pereira
angelo-ogbonna
samir-handanovic
mark-travers
youssouf-kone
japhet-tanganga
jannes-horn
brandon-austin
hiroki-ito
marc-andre-ter-stegen
danilo-cataldi
teun-koopmeiners
soumaila-coulibaly
luis-suarez
giorgi-mamardashvili
benat-turrientes
moussa-diarra
pascal-struijk
oliver-burke
kevin-de-bruyne
bonke-innocent
marko-arnautovic
thiago-mendes
azor-matusiwa
nikola-milenkovi%C4%87
nico-gonzalez
maximiliano-caufriez
houssem-aouar
valere-germain
andreas-christensen
stijn-spierings
nikola-soldo
ethan-pinnock
marley-ake
alexis-saelemaekers
neal-maupay
georgios-kyriakopoulos
florian-chabrolle
max-kruse
maxence-lacroix
thijs-dallinga
ezequiel-ponce
montassar-talbi
iago
manu-morlanes
danny-welbeck
morgan-schneiderlin
chumi
gui-guedes
manuel-de-luca
anthony-martial
diego-coppola
nathan-ngoumou
linton-maina
alejandro-pozo
giovanni-gonzalez
przemyslaw-frankowski
ansu-fati
neymar
julien-ponceau
igor-silva
thilo-kehrer
johan-gastien
lasse-riess
wilfred-ndidi
thorir-johann-helgason
aridane-hernandez
dani-martin
alexis-flips
theo-hernandez
yanis-cimignani
rijad-smajic
julian-jeanvier
pedro-obiang
vincenzo-fiorillo
vinicius-junior
kevin-paredes
alex-ferrari
nico-williams
filip-djuricic
rhys-healey
aurelien-nguiamba
iker-muniain
timothee-pembele
matz-sels
yann-sommer
jonas-urbig
paul-pogba
mario-hermoso
lucas-alario
warren-bondo
brais-mendez
toma-basic
patrick-pentz
tobias-mohr
liam-henderson
kevin-volland
gerard-deulofeu
mehdi-loune
teddy-bartouche
oscar-mingueza
philipp-pentke
jakub-moder
gabriele-ferrarini
john-stones
alex-collado
gabriel-brazao
steve-mandanda
boulaye-dia
jamie-vardy
warren-zaire-emery
florent-mollet
jamaal-lascelles
davide-frattesi
stefan-savic
rick-karsdorp
naby-keita
christopher-lenz
marvelous-nakamba
jonathan-clauss
mergim-berisha
albin-ekdal
florent-sanchez
maxime-lopez
atakan-karazor
martin-braithwaite
nicolo-fagioli
fabian-bredlow
lukas-hradecky
callum-hudson-odoi
giacomo-raspadori
joe-worrall
alvaro-fernandez
kieran-tierney
sanoussy-ba
tim-lemperle
valentin-antov
tino-kadewere
mergim-vojvoda
luka-romero
kyle-walker
yoann-touzghar
jonas-hofmann
tobias-sippel
lovro-majer
konstantinos-mavropanos
manu-trigueros
lazaro
matheus-nunes
aaron-martin
edmond-tapsoba
juanmi
dani-vivian
kelechi-iheanacho
elliot-anderson
ryan-gravenberch
marcin-bulka
adama-soumaoro
carlos-clerc
andy-delort
florian-lejeune
crysencio-summerville
alejandro-garnacho
maxwel-cornet
erik-botheim
lewis-cook
maxime-gonalons
lautaro-martinez
mouctar-diakhaby
nicolas-tagliafico
dante
ludovic-ajorque
malick-thiaw
ruben-dias
nuno-tavares
mateusz-wieteska
enzo-roco
matteo-gabbia
jose-sa
fabian-schar
gonzalo-plata
samuele-vignato
raphael-framberger
daniel-klein
cristian-gamboa
darren-randolph
nelson-semedo
felix-passlack
stefan-radu
jordan-veretout
yunus-musah
tom-bischof
tyrone-mings
ben-mee
willian
ibrahima-kone
remy-descamps
ciprian-tatarusanu
alessio-cragno
alessandro-bianco
mateusz-lis
lukas-nmecha
felix-agu
mickael-barreto
lorenz-assignon
dani-parejo
mario-lemina
lassine-sinayoko
andras-schafer
alessio-romagnoli
youssef-maleh
marco-friedl
matty-cash
kristian-thorstvedt
james-justin
christoph-baumgartner
filip-kostic
paulo-otavio
makoto-hasebe
kevin-stoger
marcel-lotka
vladimir-coufal
zanka
mile-svilar
luis-perez
miguel-almiron
dominic-solanke
kurt-zouma
mitchell-weiser
federico-brancolini
matias-soule
marshall-munetsi
david-zima
gorka-guruzeta
marcos-llorente
lukasz-poreba
nicolas-pepe
festy-ebosele
yuri-berchiche
jacopo-fazzini
alex-centelles
matteo-ruggeri
paul-grave
bartug-elmaz
alex-baena
kevin-schade
djed-spence
bafode-diakite
francis-coquelin
timothy-chandler
jacopo-de-matteis
yeray-alvarez
gabriele-guarino
myziane-maolida
eberechi-eze
rui-silva
pablo-rodriguez
souleyman-doumbia
fernando-martinez
oier-zarraga
ivan-sanchez
mitchel-bakker
charlie-goode
donovan-leon
danny-ward
gauthier-hein
duje-caleta-car
eden-hazard
aymeric-laporte
mama-balde
simone-muratore
nadiem-amiri
luca-unbehaun
marcus-tavernier
reinildo-mandava
giovanni-di-lorenzo
toni-kroos
lewis-obrien
steffen-tigges
marc-cucurella
giulio-donati
mbala-nzola
bartlomiej-dragowski
aaron-hickey
adrian-embarba
cedric-soares
patrik-schick
ruben-alcaraz
kays-ruiz-atil
geronimo-rulli
nikola-vlasic
nathaniel-phillips
rafal-gikiewicz
abdou-harroui
samir-ujkani
matis-carvalho
nikola-moro
lameck-banda
paul-joly
ruben-pena
davide-faraoni
darko-lazovi%C4%87
umar-sadiq
ruben-blanco
stephane-diarra
leonardo-bittencourt
largie-ramazani
nabil-bentaleb
nathan-ake
leo-roman
ander-guevara
christian-pulisic
damien-da-silva
filippo-bandinelli
corentin-tolisso
sergio-camello
fran-beltran
gaetan-perrin
stefano-sensi
hicham-boudaoui
kylian-mbappe
tete-morente
marko-milovanovic
michael-langer
nathan-collins
peter-gulacsi
tanguy-nianzou
malo-gusto
junior-stanislas
julian-chabot
waldemar-anton
florian-kainz
karim-rekik
tonny-vilhena
dani-olmo
juanjo-nieto
lucas-holer
alex-moreno
orjan-nyland
franco-russo
chimy-avila
sebastien-corchia
tino-livramento
ansgar-knauff
nathaniel-clyne
jodel-dossou
giacomo-bonaventura
arnau-martinez
romeo-lavia
kasper-schmeichel
joe-aribo
lucas-moura
matthijs-de-ligt
will-hughes
andoni-gorosabel
axel-disasi
oscar-trejo
heung-min-son
asier-illarramendi
alvaro-aguado
edin-dzeko
mathieu-coutadeur
valery-fernandez
oscar-gil
hugo-novoa
ivan-rakitic
nelson-weiper
jan-oblak
zinedine-ould-khaled
alexander-isak
eduardo-quaresma
nicolas-cozza
viktor-kovalenko
layvin-kurzawa
juan-foyth
koray-gunter
hirving-lozano
jonjoe-kenny
ruslan-malinovskyi
sanjin-prcic
brian-bayeye
bruno-amione
santi-comesana
evan-ndicka
wahbi-khazri
matthias-ginter
mason-holgate
fabio-vieira
casemiro
alan-virginius
rayan-cherki
simone-perilli
nicola-murru
patrick-herrmann
dylan-bronn
mathias-suarez
tristan-dingome
kiko-casilla
pablo-maffeo
weston-mckennie
lucas-olaza
youssouf-sabaly
mason-mount
francesco-caputo
eljif-elmas
jordan-lotomba
ante-budimir
kai-havertz
alessandro-sorrentino
koke
alessandro-buongiorno
jack-stephens
jean-philippe-mateta
kayne-bonnevie
kevin-akpoguma
timothy-castagne
jacek-goralski
arnaud-kalimuendo
carlos-dominguez
yussuf-poulsen
kilian-fischer
francois-joseph-sollacaro
dominique-heintz
oliver-skipp
luca-philipp
nuno-mendes
ivan-fresneda
valerio-verre
chris-smalling
moussa-diaby
koffi-djidji
mads-pedersen
yvon-mvogo
edinson-cavani
nathanael-mbuku
ozan-kabak
torben-musel
andrea-colpani
christian-kouame
sebastiano-luperto
robin-olsen
juan-cala
gianluca-saro
marco-benassi
inaki-pena
joshua-kimmich
alassane-ndiaye
nordi-mukiele
emre-can
federico-bonazzoli
robin-koch
roque-mesa
grigoris-kastanos
lucas-chevalier
medon-berisha
erik-lamela
ismael-diallo
ridle-baku
kevin-mbabu
mats-lemmens
pierre-emerick-aubameyang
james-tarkowski
eldor-shomurodov
ricardo-rodriguez
jack-grealish
amine-gouiri
rodri
christian-eriksen
jonas-omlin
unai-vencedor
abdon-prats
nayef-aguerd
simon-kjaer
stevan-jovetic
jean-paul-boetius
youssef-en-nesyri
emirhan-ilkhan
riccardo-saponara
davide-zappacosta
michele-di-gregorio
sergio-herrera
marton-dardai
goncalo-guedes
jordan
loris-karius
djene
mario-gotze
edoardo-piana
mbaye-niang
marco-verratti
tim-oermann
juan-perez
alfonso-pedraza
tiago-djalo
isi-palazon
mahmoud-dahoud
gonzalo-escalante
cheikhou-kouyate
denis-zakaria
jordan-larsson
james-ward-prowse
ivan-radovanovic
maya-yoshida
chris-richards
marc-oliver-kempf
kamory-doumbia
timo-hubers
federico-fazio
justin-kluivert
kasper-dolberg
rominigue-kouame
brian-olivan
lorenzo-malagrida
kike-perez
noussair-mazraoui
denis-petric
robert-wagner
kristijan-bistrovic
sepp-van-den-berg
mateo-kovacic
andrew-robertson
mehdi-bourabia
theo-walcott
malcolm-ebiowei
deniz-undav
martin-satriano
filip-uremovic
isaac-success
tiemoue-bakayoko
joe-bryan
moi-gomez
james-mcarthur
liberato-cacace
rico-henry
quentin-boisgard
isaac-lihadji
daniel-ciofani
riccardo-sottil
tairyk-arconte
nahue-noll
jonas-nickisch
salvatore-molina
isco
presnel-kimpembe
yohann-magnin
frenkie-de-jong
unai-simon
leandro-cabrera
kastriot-dermaku
lisandro-martinez
exequiel-palacios
pablo-sarabia
sandro-tonali
robert-sanchez
luca-dandrea
vincent-le-goff
nuno-da-costa
manuel-lanzini
junior-firpo
eric-bailly
raphinha
eder-militao
hamari-traore
josh-onomah
harvey-barnes
rafael-leao
carlos-gruezo
marius-bulter
fabien-centonze
samu-saiz
james-hill
chris-wood
radamel-falcao
david-strelec
krzysztof-piatek
aleksey-miranchuk
claudio-bravo
juan-carlos
javi-hernandez
mohamed-elneny
jeison-murillo
karim-onisiwo
amine-harit
sergio-escudero
guillermo-maripan
ike-ugbo
marko-lazeti%C4%87
moise-kean
alexander-djiku
jan-olschowsky
grejohn-kyei
nicolas-penneteau
mehdi-zeffane
lassana-coulibaly
junior-dina-ebimbe
adam-lallana
james-milner
marco-carnesecchi
youssouf-mchangama
mohamed-youssouf
omar-alderete
kingsley-schindler
brandon-soppy
joao-moutinho
sofyan-amrabat
steve-cook
tanguy-zoukrou
philip-billing
martin-zubimendi
jordan-henderson
danny-da-costa
abdoul-kader-bamba
karl-toko-ekambi
yayah-kallon
dong-jun-lee
trevoh-chalobah
muhammed-cham
jordan-zemura
unai-lopez
felix-nmecha
pervis-estupinan
ngolo-kante
ismael-gharbi
manuel-locatelli
hannes-wolf
lewis-dunk
dany-mota
